,tDept,tSid,institution_name,tFname,tMiddlename,tLname,tid,tNumRatings,rating_class,contentType,categoryType,overall_rating,Comments,Tags
10,History,1105,University of Hawaii at Hilo,Isaiah,,Anderson,734264,0,zero,TEACHER,PROFESSOR,N/A,[],[]
11,Geology,1105,University of Hawaii at Hilo,James,,Anderson,695618,18,average,TEACHER,PROFESSOR,3.0,"[""I had this professor last semester, and I was not satisfied. This semester, he REALLY stepped it up and really showed he listens. Not the most exciting lectures, he rambles a bit but he does care and he's a good professor. his study guides are useless though, still do them but there's stuff on the exams not in the guide for some reason."", 'I had Mr Anderson for online geology 2 and I didnt like him at all. He seemed culturally inept and graded on spelling errors. He kinda had a negative attitude throughout and all of his homeworks were based off youtube videos not pertinent to the class. All you had to do was regurgitate the information and I didnt learn much despite getting a B', ""I had this professor last semester, and I was not satisfied. This semester, he REALLY stepped it up and really showed he listens. Not the most exciting lectures, he rambles a bit but he does care and he's a good professor. his study guides are useless though, still do them but there's stuff on the exams not in the guide for some reason."", 'DO NOT TAKE THIS PROFESSOR. He is unreasonable, not understanding, rude, and unhelpful. He hardly held a class for remote options! Terrible.', 'I hated this class so much. terrible teacher. find another professor. he sucks.', ""Anderson is way more knowledgeable of a geologist for this intro class. His lectures go way overboard, and stray far from textbook with no real structure - hard to take notes on. That being said, he is such a goof and reallly loves Geology. Read the textbook, especially for assigned reading quizzes, and don't study lecture notes for test. Easy A."", ""Hardest class I've ever taken. Lecture material is dull and barely reflects any test material and neither does the textbook. Exams are on another level of difficulty. Don't take this class unless you love geology. It's much more advanced and difficult than an intro class should be."", 'Read the material before class! this is a college level class so you will need to put in the work. His lectures are based on the assumption that you have read the material he puts online! his lecture slides are amazing you can tell he puts a lot of time into them. P.S. if you love dumb science jokes hes got them all! I wish he taught more classes!!', 'RUBBISH', 'No need for textbooks, although you may want to attend all classes as it will be hard to make up long labs and field trips. He is not very good at explaining the lab, the entire class constantly asks questions during the class because of constant confusion. Field trips are probably the best part.', ""Brilliant scientist, horrible teacher. He cant make his knowledge understandable to students. Very unclear and all over the place. His text is online and HE wrote it, so it's not very helpful to aid your understanding. His power points are all pictures. It's very hard to take notes because he does not describe/explain things clearly or simply."", 'He is extremely hard. He makes you do these ridiculous labs and gives you tons of homework/quizzes. He gives you a lab and lecture exam during the same week. He has little concern that we are all undergraduates with multiple other classes.', 'Intelligent professor who really knows what he is talking about. He uses the book and can talk fast at times but he is always willing to help.', ""Good teacher, but way too hard for a 100 level class.  A lot of memorization rather than hands-on.  If that's how you learn, probably not too hard.  But if you know the concepts without remembering all the details, it will be difficult."", 'cruise class but kinda gets off topic sometimes and talks about rocks', 'I had him for Geology 100 Lab.  He was great. You go on field trips around the area which makes the learning so interesting.  I definitely recommend him.', ""All work was in groups so it wasnt as hard as it could have been. The fieldtrips were really intresting and an auto A if you show up. Lowest lab grade was dropped. He was a nice guy I'd recomend the class"", 'No Comments', 'No Comments']","['Tough grader', 'Lecture heavy', 'Test heavy', 'Get ready to read', 'Participation matters', 'Test heavy', 'Accessible outside class', 'Participation matters', 'Clear grading criteria', 'Get ready to read', 'Test heavy', 'Tough grader', 'Amazing lectures', 'Tests are tough', 'LECTURE HEAVY', 'Tough Grader', 'TEST HEAVY', 'LECTURE HEAVY']"
12,Biology,1105,University of Hawaii at Hilo,Jordyn,,Anderson,2568406,1,good,TEACHER,PROFESSOR,5.0,"['The suggested textbooks for this class were perfect for the material covered throughout the semester. She makes the course fun and interesting even though there were minimal field labs due to covid. She looks at things from an instructors perspective, as well as a students so that was a good quality to have while trying to pass the course.', 'The suggested textbooks for this class were perfect for the material covered throughout the semester. She makes the course fun and interesting even though there were minimal field labs due to covid. She looks at things from an instructors perspective, as well as a students so that was a good quality to have while trying to pass the course.']","['Get ready to read', 'Participation matters', ""Skip class? You won't pass."", 'Get ready to read', 'Participation matters', ""Skip class? You won't pass.""]"
13,Political Science,1105,University of Hawaii at Hilo,Paul,,Aranas,1889000,1,good,TEACHER,PROFESSOR,5.0,['he was a great teacher. i switched to political science because of him.  he is a fair grader and respected my political views.'],"['Participation matters', ""Skip class? You won't pass."", 'Respected']"
14,Agriculture,1105,University of Hawaii at Hilo,Norman,,Arancon,1700186,7,good,TEACHER,PROFESSOR,4.9,"['such an interesting class! tests are not hard if you take thorough notes. this class requires a semester long project, so be prepared to put work into that', 'such an interesting class! tests are not hard if you take thorough notes. this class requires a semester long project, so be prepared to put work into that', 'Wonderful professor that truly cares about your education! As a student with a disability - he has been wonderful. Truly cares about his students and is fun in class!', ""Norman is one of the best teachers in the agriculture department. He's a really well rounded guy with a good sense of humor who makes lectures interesting. He has good stories to tell and is very knowledgeable about vermicomposting and the history of agriculture.  If you get a chance to take a class with him do it."", 'Norman is an easy-goingentertaining professor. I remember after labs, he would occasionally take only a hand-full of the class just to go cruise around. His exams on the other hand was a bit challenging but eventually I ended up getting an A  for the course because of his extra credit. ', ""Entertaining and knowledgable teacher.  A fair amount of information gets covered in class and his tests aren't exactly easy, but I've also learned quite a bit and enjoyed myself along the way.  Highly recommend."", ""Great teacher! My favorite of the semester. He's very knowledgeable and interactive. He makes lectures a lot more entertaining. Show up as much as you can because some questions on exams may not be in powerpoints. you won't regret taking any of his classes"", 'Amazing teacher!!! Entertaining, very knowledgable, funny, and down-to-earth. He grades fairly, his lectures are never boring, and the labs are fun. Highly recommend.']","['Participation matters', 'Hilarious', 'Respected', ""Skip class? You won't pass."", 'Group projects', ""Skip class? You won't pass."", 'Group projects', 'Lecture heavy', 'Respected', 'Participation matters', 'Inspirational']"
15,Ethnic Studies,1105,University of Hawaii at Hilo,Carmelito,,Arkangel,2488296,2,good,TEACHER,PROFESSOR,5.0,"['Kumu Lito cares about you and grades you off of effort. If you try then he will give you credit if he sees that your kinda halfa**ing it then he will grade you accordingly. He is really cool and he tells a lot of stories so come to class with an open mind and ears. He is open-minded and holds everyone accountable for their actions including himself', 'Kumu Lito cares about you and grades you off of effort. If you try then he will give you credit if he sees that your kinda halfa**ing it then he will grade you accordingly. He is really cool and he tells a lot of stories so come to class with an open mind and ears. He is open-minded and holds everyone accountable for their actions including himself', ""Made class very interesting, the olelo's we learn, and the way he supports that learning with even more personal stories makes this a really fun class and way to learn. I wish he had more classes, cause I'd take em all, just super chill and fun!""]","['Respected', 'Participation matters', 'Amazing lectures', 'Inspirational', 'Caring', 'Respected', 'Participation matters', 'Caring', 'Respected', 'Inspirational', 'Amazing lectures']"
16,Political Science,1105,University of Hawaii at Hilo,Lincoln,,Ashida,986847,13,good,TEACHER,PROFESSOR,4.8,"[""Awesome class and Professor. It's worth taking his class because you'll learn a lot about how the criminal process works. While enjoying his stories from experiences. It's important to take notes and participate it makes a difference when it comes to his final."", ""Awesome class and Professor. It's worth taking his class because you'll learn a lot about how the criminal process works. While enjoying his stories from experiences. It's important to take notes and participate it makes a difference when it comes to his final."", ""Awesome Professor!! I wish he was teaching more classes as he is not only very wise, fun and well connected in the community. Even though, his classes are in the evening time it goes by so fast because you'll be so hook on what he is teaching you won't even noticed the time."", 'Ashida is one of the TOP teachers in the whole AJ/POLS program. His first hand experiences make his lessons intriguing. The way he teachers the class you are sure to leave with knowledge that will stick with you for some time.', 'Awesome, nice, cool, and very supportive professor :)', 'Mr. Ashida is very engaging and full of all sorts of resources. He is a great guy and his class is awesome! He teaches what he has learned from his own real world experiences. Mr. Ashida enables you to use your critical thinking skills and shows you how to apply them to the concepts of public administration. His stories are the best!!', 'Best class ever! Lincoln made the material so interesting and he uses many stories to keep the material alive! Awesome teacher, if given the option to take his class or another professor, I would choose him any day.', ""One of the best lecturers I've ever had at UH. Grades only on attendance. The only work you'll do is a take home final which is super easy. HIGHLY RECOMMENDED! you will learn a lot from him, he is both politician and a lawyer."", 'Licoln is one of the best professors I have ever had. He shares so many great stories from the many court room experiences he has had. No homework or tests. Grade is based on attendance. Wonderful.', 'very cool!', 'Lively, entertaining and thought-provoking. Makes you laugh and makes you think. You will remember this class with this exceptional teacher.', 'No Comments', ""Defenitely one of the most interesting and exciting classes I've ever taken in my college career.  Mr. Ashida is very straightforward and uses a lot of visual examples when giving his lectures."", 'One of the most entertaining professors out there. Highly experienced in his field and really knows his****. Sharp witted and engaging. You can tell he used to be a lawyer.']","['Inspirational', 'Participation matters', ""Skip class? You won't pass."", 'Amazing lectures', 'Clear grading criteria', 'Gives good feedback', ""Skip class? You won't pass."", 'Inspirational', 'Participation matters', 'Inspirational', 'Clear grading criteria', 'Respected', 'Inspirational', 'Hilarious']"
17,Health Science,1105,University of Hawaii at Hilo,Ozan,,Atalag,2207046,6,good,TEACHER,PROFESSOR,3.8,"['He is a good prof and he has good power points that keep you engaged. He gives points for answering questions that get added to your test grade. I took the Lab with him too. Prepare to feel a little picked on, its not in a mean way just blunt. Its a good class to take.', 'He is a good prof and he has good power points that keep you engaged. He gives points for answering questions that get added to your test grade. I took the Lab with him too. Prepare to feel a little picked on, its not in a mean way just blunt. Its a good class to take.', ""Ozan is awesome. Not only does he have the book smarts, but he also has practical experience being that he has trained athletes and he himself is an athlete. He is up to date on the lots of the latest concepts that are changing the world of fitness today. He can be kind of blunt with criticism, but it's never offensive; he is very light hearted."", ""Definitely one of the best professors we've had so far. Other than the fact that he makes the class interesting and easy to follow, you actually feel that you're learning something that is useful for you."", ""He really knows his stuff and provides insight from his experiences. He might stray off topic a lot but he's a great professor and do read the exam questions carefully and pay attention to every detail in his slides."", ""He expects his students to know all of the material. I learned a lot from his slides. You do need to study and take your time to actually learn each slide if you want a decent / good grade. He's not a bad teacher but he is a tough grader. His questions on tests can be tricky so I suggest to re-read and look back at each question."", 'He does not count for attendance however, it is expected of you to attend class. I was able to learn the material using his power points rather than he teaching the material. His exams are tricky while he thinks that the  questions are straight forward.']","['Tough grader', 'Hilarious', 'Lecture heavy', 'Accessible outside class', 'Participation matters', 'Participation matters', 'Gives good feedback', 'ACCESSIBLE OUTSIDE CLASS', 'Caring', 'ACCESSIBLE OUTSIDE CLASS', 'Hilarious', 'Amazing lectures', 'Respected', 'Hilarious', 'Tough Grader', 'LECTURE HEAVY', 'Tough Grader', 'TEST HEAVY', 'LECTURE HEAVY']"
18,Biology,1105,University of Hawaii at Hilo,Jonathan,,Awaya,1254811,25,good,TEACHER,PROFESSOR,4.4,"['Awaya is a great prof! He takes the time to explain concepts if theyre not understood. Only complaint is that the lecture slides were fill in the blanks. Hard to listen to his lecture and take additional notes while youre filling in the blanks for slides. Wish he would have complete slides available so we could write our own notes on them.', 'Awaya is a great prof! He takes the time to explain concepts if theyre not understood. Only complaint is that the lecture slides were fill in the blanks. Hard to listen to his lecture and take additional notes while youre filling in the blanks for slides. Wish he would have complete slides available so we could write our own notes on them.', ""Great professor! Made the lectures fun and interesting, which made it easier to comprehend. He does give out a lot of pop quizzes however, if you was in class and paid attention then they're not that hard."", ""Hands down, best professor. Really easy to talk to and his lectures are always engaging. If you have a chance, take a class with him, you will not regret it! Just a heads up on exams, They are cumulative, so make sure to stay on top of things! There are also pop quizzes, so even though attendance isn't mandatory, always be aware of a pop quiz."", 'He is a great professor. Explains things very well and is more than willing to help you understand. Just make sure to ask lots of questions. Not that hard but you do need to study.', 'He is very nice and approachable. His tests are more off of the book than they are on his lectures but the lectures are very helpful!', ' class- fun, interesting, and not hard. Professor- great teacher. He really cares and gives good feedback. The book(required but not used much) was used as a cross reference with the lectures. Pop quizzes content- part book andlecture. Lecture content very vital for midterm exams. Some exam content was not so straightforward. Presentations were fun', ""TAKE ANY CLASS YOU CAN FROM HIM! He is hands down the best professor I have ever had! His lectures are interesting, assignments are engaging and challenging in the best way. I learned so much from his classes and would gladly take them again for fun. His tests are not easy, but if you go to class and take notes you'll get an A. HIGHLY RECOMMEND!"", ""Dr. Awaya is a great professor! He explains things very clearly and makes sure that his students know that it's okay to ask questions.  He's very nice and easily approachable!"", 'He is a great professor who molds his teaching style to better suit each class/students. Exams are not that hard as long as you study. He is very enthusiastic about microbiology and that shows through his lectures. He makes the material relevant and interesting.', ""very interesting speaker.  challenging exams. print the ppt slides before coming to class to take notes on them so you don't miss anything he says. friendly. best bio prof at UHH. definitely would take another class with him."", 'Interesting.  Helpful. Fun.  He gears his lectures to be health-based because most if not all of his students in the class are interested in health-care.  Challenging exams. Gives extra credit here an there.', 'Professor Awaya is the most awesome professor i have ever met. His Microbiology class was interesting and how he taught the material to his students is very well taught out because you purchase a book with all of his slides for the entire semester.  He style of teaching makes you feel like his a friend rather then a teacher. Study for his tests.', 'Great teacher, very clear and entertaining.', 'Best teacher! Awesome and not that tough! I learned a lot! Awaya is a teacher that will not judge his students when they ask stupid questions! =) Very patient especially in lab!', 'AWESOME!!! Good teacher and very thorough with class content. If anyone has a question he is very helpful and will go over it.', ""I like him and his class, but not LOVE.  It's a big lecture, and students don't get engaged enough, so the class is mostly lecture from power point although he makes and effort to make it fun.  I wish i learned more and that the others were more competitive and inquisitive in class, but he's a local boy at heart and wants to make it easy. he's smar"", 'I\'m not a fan of biology. I had to work really hard in this class. There is lots of stuff you have to learn. Professor is good but I had a hard time seeing the ""big picture"". We jumped around a lot and I only got a very basic understanding of the subject. He doesn\'t teach off the book. SO the book will confuse you.', 'Great teacher, i took his summer school microbio class and would recommend it over taking it during the school year because he cuts to the point without giving excess info.  Super easy to talk to and he is super easy to understand.  NOTES are super important, test is mostly off em', 'Very fair and willing to help his students. You get as much out of it as you want to.', ""Extremely good teacher. He has a very organized way of teaching. Easy to talk to, and really helpful if you ask for it. it's not an easy class, but it isn't too difficult either. You MUST study, and use the text book along with it.""]","['Beware of pop quizzes', ""Skip class? You won't pass."", 'Lecture heavy', 'EXTRA CREDIT', 'Amazing lectures', 'Beware of pop quizzes', 'Lecture heavy', 'Caring', 'BEWARE OF POP QUIZZES', 'Hilarious', 'LECTURE HEAVY', ""Skip class? You won't pass."", 'TEST HEAVY', 'EXTRA CREDIT', 'BEWARE OF POP QUIZZES']"
19,English,1105,University of Hawaii at Hilo,Luke,,Bailey,522803,13,good,TEACHER,PROFESSOR,3.9,"['great teacher!!!', 'Very  helpful and nice.', '1 of the worst teachers @ hilo.. mayb @ 1 time in his life he was good.. but @ this time he talks like howard steinbeck.. u kno the clear eyes guy... very BORING. cant relate.. would ever take his course again.', 'He was a great professor! Very helpful and friendly! He also allows you to rewrite papers for better grades. This was perhaps my favorite class and teacher throughout the semester.', 'Professor knows subject well.  Explanation of assignments are thorough and clear.  Willing to clarify and help.  Able to rewrite assignement two to three times which I find helpful.  Grading, lectures, criteria are fair.  Its a WI class so stay on top of things. Tests are open book.  Easy A if you come to class and do your work.', ""At first it sounds like a good idea not to have any due dates, but that backfires and you end up swamped in work by the end of the semester.  It's cool that he lets you rewrite and edit as many times as you need to get an A though - so it's impossible not to get an A if you work for it.  He is dull, but you will learn a lot."", 'class is pretty easy. you have to write alot. but i suck at writing and i got a b without even doing the final paper.', ""This class is hard! I'm always trying to catch up. You're trying to revise one thing while draft another. You gotta be on top of it or you get dragged to the bottom. Expect lots of work."", ""Can be very helpful, but of course, you'll have to be willing to be helped."", 'I really found his class useful. He was willing to allow us to re-do our papers to help us learn from our mistakes', 'Boring.  He has a very monotone voice.', 'No Comments', ""Lot's of practical experience, but there is a ton of work.  Don't take the class if you don't want to write.  Be prepared for letters, memos, short reports, long reports, presentations, and researched projects.""]",[]
