,tDept,tSid,institution_name,tFname,tMiddlename,tLname,tid,tNumRatings,rating_class,contentType,categoryType,overall_rating,Comments,Tags
10,Communication,4375,Regent University,Harry,,Argo,2330259,0,zero,TEACHER,PROFESSOR,N/A,[],[]
11,Philosophy,4375,Regent University,Andrew,,Arroyo,1216513,0,zero,TEACHER,PROFESSOR,N/A,[],[]
12,Social Science,4375,Regent University,Kathy,,Arveson,488205,2,good,TEACHER,PROFESSOR,5.0,"['CMHC 595 - Dr. Arveson is very available and responsive to students.  Her constructive feedback is very helpful.  She helped us move from students to professional counselors.', 'No Comments']",[]
13,Counseling,4375,Regent University,Kathleen,,Arveson,2378289,1,good,TEACHER,PROFESSOR,4.0,['Great Class. Dr. Arveson provided great feedback for the case studies to use when submitting future case studies. Only con - during class she allowed the questions to get out of hand. Meaning many of them should have been personal email communications instead of taking up class time and running past the class length.'],"['Get ready to read', 'Clear grading criteria', 'Gives good feedback', 'Gives good feedback', 'Get ready to read', 'Clear grading criteria']"
14,Mathematics,4375,Regent University,Adu,,Asare,1975578,0,zero,TEACHER,PROFESSOR,N/A,[],[]
15,Religion,4375,Regent University,Katherine,,Attanasi,1500841,10,average,TEACHER,PROFESSOR,3.0,"[""This prof was very challenging but in a good way. She was realistic with her expectations and provided assistance as needed. I had a rough semester due to my full-time job but she was very pastoral yet professional in her approach. This was the most informative religion course I've taken in my college experience."", 'Dr. A is tough and thankfully demands one to earn their grade.  She is most helpful and provides timely constructive criticism that is aimed towards student growth.  I never earned greater than a B from Dr. A. and I am quite fine with that. I am a better student for sitting in her classroom.  She is as helpful as she is hard.', ""In my years at Regent, I have never received lower than an A+. I barely made a B- with her. She grades with zero mercy and is extremely unhelpful when I asked for ways to improve my grade. For a 111 class, she teaches a doctorate level course. Her bad grades were completely unfounded and she spoke way over the students heads. DON'T take her."", ""I have three B's in all of my years of study, and one was in her class.  Extremely time consuming, but worth it.  Don't take her class if you're not a religion major."", ""If you can I highly recommend not taking any of her classes. Her late policy is very strict and she sticks to it like super glue. She has no compassion for student personal issues like Internet issues or sickness. If you miss an assignment due to sickness it's a flat zero. She dislikes working with you showing she doesn't care for your academics."", ""This professor is extremely uncaring. She is strict to her late policy even when you give a ligitamite reason. Absolutely no grace is her tone. I stand with the other students who say don't take her. The work is tedious and a lot. If you miss an assignment you lose out and get a big fat zero. She will make you cry!"", ""She's a tough teacher, but you can really learn a lot from her class. And she's extremely nice and engaging. Don't be put off by other people's opinions of her just because she's hard."", ""Part of your class/participation grade in order to get full credit for that day, requires you speak up in class, every class. This became VERY awkward and uncomfortable, especially when religion/theology isn't even your major. The textbook, THE UNIVERSE NEXTDOOR, is a TERRIBLE read. don't take her if you don't have to."", ""Extremely condescending. Not helpful in the slightest. Rarely, if ever, gives A's on anything. Never lets you make up quizzes (of which there are many) no matter what the occasion. Gives unclear instructions on projects, papers, etc. I highly recommend NOT taking her course."", 'She is very strict, does not give make up quizzes even if you have a note. She gives hard projects that are nothing but a time waste. I tell everyone NOT to take her.']",[]
16,Religion,4375,Regent University,Alberta,,Ayee,1283787,3,good,TEACHER,PROFESSOR,4.0,"['Dr. Ayee is a nice professor, and I think she would do better teaching higher level courses. She is very stern and can be sarcastic at times. ""Quizzes"" are more like tests--50 questions and 3 papers which are not hard because she gives clear guidelines for what she expects. I do not think I would take her again though. I took her at ODU not Regent', 'Prof Ayee is one of the best professors I have had the pleasure of learning from. Her style is very easying going, but she is firm about what she expects from you. She is patient and listens to her students.', ""Dr. Ayee is a very kind and caring professor who is brilliant, and loves to teach her course. She turned what could be a tedious and difficult course into a very interesting and enjoyable course. She cares very much about her students' personal and academic successes.""]","['Tough grader', 'Participation matters']"
17,Communication,4375,Regent University,Emmanuel,,Ayee,1696702,15,good,TEACHER,PROFESSOR,4.5,"['Absolutely phenomenal professor. Cares deeply and personally for each and every student, and wants them to succeed. Not the easiest (as in, not an ""Easy A"") but he is clear about his requirements, and if you put in the work, you will do well. Excellent professor and now personal friend. Glad to have taken him every semester of my college career.', ""Dr. Ayee is an awesome professor that shows great love for his students.  He doesn't give us too much work, but knows our potential and is not afraid to challenge us.  He's super kind and is willing to help any student in a heartbeat.  He has been one of my favorite professors my entire time at Regent.  I'm going to miss him when the class is over"", 'Really great professor focused on making things as stress free as possible!  Bit wishy washy on the syllabus (in a good way).  Cares about each of his students and encourages them to care about each other.  Super great, sweet professor!  Highly recommended!', 'Professor Ayee was sent from heaven! He was available to help when I needed and he made sure we understood the content! Great professor!!', 'Great teacher, very insightful and participates in online discussions. Be prepared for his standards in writing, mainly APA formatting.', ""Dr. Ayee values each student and displays a contagious hunger for learning. He is committed to encouraging and challenging each student to be the best they can be. He willingly takes time to take note of student's strengths and maintains a friendly, personable class environment. I look forward to future classes with Dr. Ayee."", ""Dr. Ayee and his classes are both memorable and transformative. He puts a lot of effort into getting to know the students, not just for sociable reasons, but so he can be an encouragement and a blessing to his students. His classes are far from easy, but it's obvious his intent isn't difficulty for its own sake, but to challenge his students."", 'Another amazing professor. He brings his personal experiences to this class and is willing to interact with you.', ""Dr. Ayee is one of my favorite professors as well! He doesn't like stressing his students, so his class is pretty easy-going. He's also very encouraging in your studies and your faith, but especially in your faith. He makes learning the information easy and fun as well!"", 'Awesome Professor! He is a motivator and inspires his students!', 'Dr. Ayee is such a great professor. He is filled with joy. He comes to class with such energy that it spreads through the classroom. I have learned a lot from this class and from him. He teaches with examples and it is helpful.', 'Dr. Ayee is my favorite professor this semester. He is kind, intellegent, and radiates the joy of God. I love his class because not only do I get to learn, but it always lifts my spirits. I have no problem getting up at 8:30 am to go to his class. I hope to have him as my pofessor again soon.I encourage everyone to take this class!', 'Dr. Ayee is a great professor. He has a lot of experience in the field of professional communication and he shares that this the class. He cares about his students, is helpful, and refreshing. My 8 week class was heavy on the presentations so be prepared for that. Overall a good class!', 'Dr. Ayee made the Cross-Cultural Communication class a very exciting and enjoyable experience.', 'This professor was not a good professor. He was a horrible grader, and he was difficult to work with. He made the class really hard. Definitely do not take this professor.']","['Would take again', 'Respected', 'Inspirational', 'Caring']"
18,Religion,4375,Regent University,Lance,,Bacon,2304872,5,good,TEACHER,PROFESSOR,5.0,"['Prof. Bacon is one of the best professors at Regent University. There are bi-weekly papers in BIBL 105 but it is not too hard at all. You will enjoy him so much!', 'Prof. Bacon is one of the best professors at Regent University. There are bi-weekly papers in BIBL 105 but it is not too hard at all. You will enjoy him so much!', 'Professor Bacon is one of the kindest professors I have met. Wonderful person and great teacher. I learned a lot and enjoyed the entire class.', ""GREAT professor! Not only is he knowledgable within the Scripture, he explains it in a way that is easy to understand. Very easygoing and truly cares about his students' success. The powerpoint were made available as soon as class was over and a majority of the information in class was on the quiz. Choose this professor - you won't regret it!"", ""Fantastic! He makes the subject matter so much more interesting. He makes everything so easy to understand. I am in an 8 week hybrid course so I really don't have the option of missing more than 1 class. You will have to read but he gives you about 70% of what you'll need for the tests in class. I will definitely look for his name in the future."", 'He literally tells us everything we need in class.']","['Inspirational', 'Gives good feedback', 'Caring', 'Respected', 'Get ready to read', 'Respected', 'Inspirational', 'EXTRA CREDIT', 'Respected', 'Inspirational', 'Caring', 'Gives good feedback', 'Hilarious', 'Caring', 'Get ready to read', ""Skip class? You won't pass."", 'Inspirational', 'Gives good feedback', 'Participation matters', 'Clear grading criteria']"
19,Management,4375,Regent University,Jeff,T,Bajah,2095087,4,average,TEACHER,PROFESSOR,2.7,"[""Dr. Bajah is very caring about his students' success, but takes forever to grade assignments. He strongly emphasizes showing work and proper formatting in every assignment. Three Blackboard Collaborate sessions were held which provided a lot of valuable information. He sometimes took a couple of days to respond to emails, but is very understanding"", 'Professor took weeks to grade assignments and did not give constructive feedback. He also was very difficult to get a hold of and never responded to emails.', 'DO NOT TAKE THIS PROFESSOR. He will take 10 points off the bat for a comma or period or anything even more trivial being wrong in a citation. He treats this like a PhD English class. He did not post rubrics until the third week and still graded us by them, when we pointed it out he would not let us redo assignments. Way too time consuming!!', ""Dr. Bajah is very caring about his students' success, but takes forever to grade assignments. He strongly emphasizes showing work and proper formatting in every assignment. Three Blackboard Collaborate sessions were held which provided a lot of valuable information. He sometimes took a couple of days to respond to emails, but is very understanding"", ""Now that I am a Senior at Regent University, I recently took the time to reflect back on the professors who helped me get to where I am at now in my academic career. He is one of the best professors I've had since attending, and I am truly so thankful for him.""]","['Tough grader', 'Test heavy', 'Get ready to read', 'Clear grading criteria', 'Gives good feedback', 'Test heavy', 'Tough grader', 'Lots of homework', 'Test heavy', 'Tough grader', 'Gives good feedback', 'Get ready to read', 'Clear grading criteria', 'Respected', 'Inspirational', 'Caring']"
20,Business,4375,Regent University,Shelly,,Baker,2469699,1,poor,TEACHER,PROFESSOR,1.0,"['Completely unorganized, and nothing in any of the quizzes are from the weeks reading or study material. I am in my 3rd year and have maintained a 4.0 GPA and have never received anything less than an A. Her grading is not concise and she refused to give feedback this class was confusing and horrific. WORST TEACHER!!!']","['Tough grader', ""Skip class? You won't pass."", 'Test heavy', ""Skip class? You won't pass."", 'Test heavy', 'Tough grader']"
21,Education,4375,Regent University,Kirk,,Barnum,652186,4,good,TEACHER,PROFESSOR,5.0,"['I hated math before this class and he helped me through it.', 'Professor Barnum was wonderful. He went out of his way to be helpful!', 'Mr. B rocks! He was so helpful and went the extra mile (ok 100 miles) to help me!', 'Awesome teacher! I learned so much from this class about teaching Math (and Science). This professor is creative, genuine, and really wants you to suceed! I highly recommend him.']",[]
22,Education,4375,Regent University,Cindy,,Barnum,652198,3,good,TEACHER,PROFESSOR,5.0,"['Awesome professor. Loved her class.', 'She is very sweet and helpful! My fovorite classes where the ones she taught!', 'Great teacher and a very fun class!']",[]
23,Religion,4375,Regent University,Thomas,,Barron,1712135,1,good,TEACHER,PROFESSOR,5.0,"[""You will love him!  He's way more concerned with how the class will help you in your life rather than reading a book and answering questions about it.  Just follow the syllabus, go to class, and you'll get an A.""]",[]
24,Religion,4375,Regent University,John,,Bauer,2505643,0,zero,TEACHER,PROFESSOR,N/A,[],[]
25,Business,4375,Regent University,Brian,,Baugus,1893532,10,average,TEACHER,PROFESSOR,3.5,"[""If there's one thing I can say about Dr. Baugus is that he absolutely knows what he's talking about. The problem I encountered, however, was with certain assignments not being discussed or mentioned in class. On top of that, HE DROPPED ME FROM THE CLASS LAST MINUTE. Why this happened? I'll never know. Now I have to retake the course over the summer"", 'Dr. Baugus is a phenomenal professor. He is extremely knowledgable of the subject and teaches it in a way that can easily be understood (Econ was tough for me before this). While it is expected that you show up prepared and ready to work, he provides great feedback and shows how you can improve. Responds to emails quickly. I highly recommend him!', ""Doctor Baugus gives savage feedback, which is really fun if you're smart. I had a lot of fun, you just gotta read the syllabus and engage in the savagery too."", 'He is a very nice professor and seems to car about the students but does not grade very quickly and lacks feedback on assignments. I went an entire semester thinking I was doing fine because he told me I was but when he graded everything in the last week  of the semester I ended up not passing by a few points.', ""He's a tough and opinionated grader. He's lively and smart on the topic but is hard to get good feed back from. I wouldn't advise taking his classes if you an."", ""The class is great if you want to learn. Of you want a skate class, Dr. Baugus's class isn't it. He is at times unclear about due dates, so pay close attention to the syllabus. He grades hard on essays, so be careful. If you care about learning economics, this is a great class for you"", ""He knows his stuff. But he just can't seem to communicate the material effectively. The content in class discussions seemed to greatly different from the tests or quizzes. I was lost at test time. "", 'Professor Baugus is very helpful, he really cares on whether you learn the material or not. He challenges you but is so encouraging you feel like you can do anything! ', ""Professor Baugus is one of my favorite professors at Regent. He's hilarious and always makes class feel like bonding time. He explained things very clearly in class. I hardly had to take notes because I understood and retained everything immediately. He doesn't offer study guides tho. The one con. He gives A's readily, so long as you know the stuff"", ""Dr. Baugus is extremely well-versed in the business field and teaches in a blunt, applicable-to-real-life way. He will work with you to get your work done and he is always willing to help. His classes usually stay on topic and he does not tend to go on many tangents. Though he is a bit of a tough grader, he teaches well and is one of Regent's best.""]","['Tough grader', 'Caring', 'Gives good feedback', 'Hilarious', 'Tests are tough', 'Respected', 'Accessible outside class', 'Tough grader', 'Respected', ""Skip class? You won't pass."", 'Caring', 'Tough Grader', 'Clear grading criteria', 'Hilarious', 'Caring']"
26,Computer Science,4375,Regent University,Gregory,,Baumgardner,2579435,1,good,TEACHER,PROFESSOR,5.0,"['Professor Baumgardner was an easy grader. We used Cengage, which I was not a fan of, but he pretty much gives you full credit as long as you make a fair attempt to complete the coursework and provide good answers (a lot of them were theory-based). He made himself available for any questions or concerns and I enjoyed the class.', 'Professor Baumgardner was an easy grader. We used Cengage, which I was not a fan of, but he pretty much gives you full credit as long as you make a fair attempt to complete the coursework and provide good answers (a lot of them were theory-based). He made himself available for any questions or concerns and I enjoyed the class.']","['Participation matters', 'Graded by few things', 'Accessible outside class', 'Accessible outside class', 'Participation matters', 'Graded by few things']"
27,Computer Science,4375,Regent University,Cheryl,,Beauchamp,2579438,1,good,TEACHER,PROFESSOR,5.0,"['I cannot say enough good things about Professor Beauchamp! This class did take a lot of work, but she is very fair and gives an abundance of resources to help you in succeeding. She gives detailed feedback and grades fairly quickly, which helps for the next assignments. If I got the chance I would go out of my way to take her class again!', 'I cannot say enough good things about Professor Beauchamp! This class did take a lot of work, but she is very fair and gives an abundance of resources to help you in succeeding. She gives detailed feedback and grades fairly quickly, which helps for the next assignments. If I got the chance I would go out of my way to take her class again!']","['Gives good feedback', 'Caring', 'Accessible outside class', 'Gives good feedback', 'Accessible outside class', 'Caring']"
28,Religion,4375,Regent University,Cornelius,,Bekker,1261801,12,good,TEACHER,PROFESSOR,4.6,"['Dr. Bekker is professional, extremely knowedegable, and great public speaker. Combine those three virtues (not easily found in academia), and you have a rare and distinct combination that make for a great professor and lecturer.  You will learn much, but more importantly, Dr. Bekker will help you to synthesize your knowledge.', 'Great teacher who is really knowledgeable and is deeply committed to what he teaches. He cares that you are understanding what he says.', 'Dr. Bekker will change your life with every conversation. If you have the chance please do yourself a favor and take his class.', 'This is the best professor at Regent University. He will change your life spiritually and inspire you to live out your dreams. You will also learn more about the Bible than you ever have before. He is knowledgeable hilarious and well-spoken. His south-African accent is also awesome. Take his class. He is a VERY fair grader. Averaging A- .', 'This is the best professor at Regent University. If you are attending this school, the only way to get your moneys worth is to have at least 1 course with Dr. Bekker. He will teach you more about God than you ever thought possible. I highly recommend Psalms with him. Pauline Literature and New Testament were also great! He stops class to pray. A++', 'Dr. Bekker is one of the most encouraging, engaging professors I have ever had the privilege of encountering.  His is a style other online profs would do well to emulate.', ""He is aloof and takes forever to give feedback on assignments. He will not remember your name and kind of snubs you when he sees you but it isn't purposeful. He is clearly brilliant and knows his stuff but he will. Of provide you help and his typical response is consult the text. Be prepared to wait forever for a response or feedback"", 'One of the most engaging professors I have ever encountered.', 'I was so glad that Dr. Bekker was my professor. He is phenomenal! You absolutely cannot go wrong by taking any of his classes or lectures.', 'I did not expect this class to be interesting, but I was pleasantly surprised. Dr. Bekker is one of the finest professors at Regent and I would highly recommend taking any class with him.', ""Really freakin awesome professor, he has an awesome accent and a really cool opinion and way of thinking about things. Even though I kinda hate the class, I love going because it's so interesting to hear him teach."", ""A lot of work. Not too hard, though. Very helpful. Final project seemed intimidating at first, but it wasn't as bad as it seemed.""]","['Inspirational', 'Amazing lectures', 'Caring', 'Get ready to read', 'Clear grading criteria', 'Get ready to read', 'Inspirational', 'Amazing lectures']"
29,Business,4375,Regent University,Hanisha,,Besant,2408744,2,average,TEACHER,PROFESSOR,3.0,"['Unfortunately, Dr. Besant does not seem to have the professional background to be an effective professor for a doctoral-level course. She would do better in an undergraduate setting.', ""Easy course. Great Professor. I'd definitely recommend.""]","['Clear grading criteria', 'Gives good feedback', 'Lots of homework', 'Gives good feedback', 'LOTS OF HOMEWORK', 'Clear grading criteria']"
30,Psychology,4375,Regent University,Andreas,,Bienert,2117086,2,good,TEACHER,PROFESSOR,5.0,"['I rank Dr. B within my top 3 professors at Regent! If you have the option to be under his leadership, I encourage you to do so. He is flexible, knowledgeable, and works with the students. He doesnt have a lot of test or quizzes; he is more into actually learning hands on and making sure all students grasp the objectives of the course. HE ROCKS!!!!', 'I rank Dr. B within my top 3 professors at Regent! If you have the option to be under his leadership, I encourage you to do so. He is flexible, knowledgeable, and works with the students. He doesnt have a lot of test or quizzes; he is more into actually learning hands on and making sure all students grasp the objectives of the course. HE ROCKS!!!!', 'Great instructor that is very knowledgeable about the subject content! A significant amount of reading but, course is very manageable as a full-time student and full-time adult with work.']","['Get ready to read', 'Amazing lectures', 'Clear grading criteria', 'Gives good feedback', 'Caring', 'Gives good feedback', 'Get ready to read', 'Amazing lectures', 'Get ready to read', 'Clear grading criteria', 'Caring']"
31,Psychology,4375,Regent University,Erin,,Bladsel,1105522,3,good,TEACHER,PROFESSOR,3.5,"['Wonderful teacher. Knowledgeable, helpful, and easy to communicate with (she always responded to me immediately whether contacted by phone or email). Would have loved to have had another class with her.', 'I loved this prof. she is caring, conscientious, and helpful.  Her assignment were also fun.', 'This professor does not have an understanding of the adult student.  If you are an adult student I would recommend you not taking this teacher.  She does not return calls, and because she is working on her phd this is where is main focus is.  She is unwilling to discuss her grades, nor will she change them if she is found to be in error.']",[]
32,Business,4375,Regent University,Mihai,,Bocarnea,2158514,1,good,TEACHER,PROFESSOR,5.0,"['Dr. Bocarnea is very helpful, encouraging, and attentive. If you follow the instructions provided in the syllabus and read the assigned texts, there should be no reason for anyone to receive below an A.']",[]
33,Business,4375,Regent University,David,,Boisselle,2363446,1,good,TEACHER,PROFESSOR,5.0,['Great feedback. Very responsive. Actually provides teaching beyond the textbook. Wish I had him for every class.'],"['Gives good feedback', 'Inspirational', 'Accessible outside class', 'Gives good feedback', 'Accessible outside class', 'Inspirational']"
34,Law,4375,Regent University,James,,Boland,509171,12,good,TEACHER,PROFESSOR,4.0,"['Very unclear of what he wants and does not teach you anything. He expects you to automatically know everything. If you ask for help, he is very rude and acts as if you are a nuisance or just dumb.', 'Professor Boland was great. He provided well defined instructions for the assignments and had great communication. He graded assignments within a day or two of turning them in. The quickest grader I have ever had. He gave good feedback and even provided a sample answer so you can see exactly what he was looking for. Take his class!', ""Prof. Boland is a wonderful instructor, he wants to help you learn the material and succeed. He is passionate about what he does and it shows. In his attempt to help you with samples it does get a little confusing, but if you email him, he quickly responds and provides you with feedback . I wouldn't say his class is easy, you still have to work!"", 'Professor Boland is probably one of the easiest professors I have ever had in my academic career. He does not grade strictly at all, and the discussion boards and other assignments are all super easy. However, he does not give good feedback at all. I would definitely recommend taking him. You will not regret it.', 'Pros: You will actually learn a useful skill with IRAC/IRAAC in his course.  Email him before a due date and ask for a sample of what he considers an ""A"".   Cons: Disorganized materials, there is lots of back and forth between sections - a warning to the Type A or OCD personality types - IT WILL DRIVE YOU CRAZY. Tough grader - in his own words', 'Professor Boland is great! This class is super easy. The only negative I can think of is that he does not give good enough feedback on the assignments when he grades them. It would be nice to know where you must improve. Definitely take him if you can!', ""IMO, (and esp. after talking to students from other professor's classes) Professor Boland is the best LARW professor at Regent. Go to every class, because he will give hints in his lectures. Make appointments and go to his office hours (trust me this is so important!). He is not allowed to read your draft but ask ?'s and he can be very helpful."", 'Easiest LR & W teacher as far as grading goes.  Very committed to teaching you how to actually write rather than just beat you into submission', 'He won\'t ""hide the ball"" on you.  He remembers that this isn\'t a class on getting all the right answers on your particular legal issue, it\'s about learning to: Legal Research & Legal Writing.  (He\'s also delightfully dry-humored & sarcastic.)', ""Awsome teacher.  Always willing to help and if u do poorly in his class, it's your own fault.  He is very clear and very helpfull."", 'No Comments', 'No Comments']","['Tough grader', 'Hilarious', 'Clear grading criteria', 'Lots of homework', 'Accessible outside class', 'Test heavy', 'Tough grader', 'Tough Grader', 'Gives good feedback', 'Clear grading criteria', 'ACCESSIBLE OUTSIDE CLASS', 'Hilarious', 'Caring', 'Clear grading criteria', 'GRADED BY FEW THINGS', 'Tough Grader', 'ACCESSIBLE OUTSIDE CLASS', 'Hilarious', 'Respected', 'LOTS OF HOMEWORK']"
35,Film,4375,Regent University,Phillip,,Boland,2130477,3,poor,TEACHER,PROFESSOR,1.3,"['No communication with assignment due dates. Contradicts himself over what is required by the students. Does not teach the material on the syllabus. Claims that he follows the syllabus to a T, but assigns questionable work.', ""Rarely gives a straight answer. Often goes on long tangents during lecture. Sometimes comes off as condescending towards students and others. Terrible at conveying exact requirements of assignments; my grade suffered greatly because of this. Doesn't stick to the syllabus; was often left guessing if there was a test next session. Avoid if possible."", 'While he has lots of personal experience in the field, his ability to convey that information in the form of a coherent lecture is limited. Prefers to make students search for the information rather than show where to find it. Be ready to teach yourself and hear him for tidbits and such.  In regards to textbook, stays close to text.']","['Tough grader', 'Participation matters', 'Group projects', 'Lots of homework', ""Skip class? You won't pass."", 'Tough Grader', ""Skip class? You won't pass."", 'LOTS OF HOMEWORK', 'Participation matters', 'LOTS OF HOMEWORK', 'GROUP PROJECTS']"
